ID	SITE	DATE	QUARTER	TRANSECT	SZ_CL	WS	WS-SEV
LUM06856	LUM	12/20/2018	4	1	1		
LUM06857	LUM	12/20/2018	4	1	1		
LUM06858	LUM	12/20/2018	4	1	1		
LUM06859	LUM	12/20/2018	4	1	1		
LUM06860	LUM	12/20/2018	4	1	1		
LUM06861	LUM	12/20/2018	4	1	1		
LUM06862	LUM	12/20/2018	4	1	1		
LUM06863	LUM	12/20/2018	4	1	1		
LUM06864	LUM	12/20/2018	4	1	1		
LUM06865	LUM	12/20/2018	4	1	1		
LUM06866	LUM	12/20/2018	4	1	1		
LUM06867	LUM	12/20/2018	4	1	1		
LUM06868	LUM	12/20/2018	4	1	1		
LUM06869	LUM	12/20/2018	4	1	1		
LUM06870	LUM	12/20/2018	4	1	1		
LUM06871	LUM	12/20/2018	4	1	1		
LUM06872	LUM	12/20/2018	4	1	1		
LUM06873	LUM	12/20/2018	4	1	1		
LUM06874	LUM	12/20/2018	4	1	2	WS	L
LUM06875	LUM	12/20/2018	4	1	2	WS	L
LUM06876	LUM	12/20/2018	4	1	2	WS	L
LUM06877	LUM	12/20/2018	4	1	2	WS	L
LUM06878	LUM	12/20/2018	4	1	2	WS	L
LUM06879	LUM	12/20/2018	4	1	2	WS	L
LUM06880	LUM	12/20/2018	4	1	2	WS	M
LUM06881	LUM	12/20/2018	4	1	2	WS	M
LUM06882	LUM	12/20/2018	4	1	2	WS	M
LUM06883	LUM	12/20/2018	4	1	2		
LUM06884	LUM	12/20/2018	4	1	2		
LUM06885	LUM	12/20/2018	4	1	2		
LUM06886	LUM	12/20/2018	4	1	2		
LUM06887	LUM	12/20/2018	4	1	2		
LUM06888	LUM	12/20/2018	4	1	2		
LUM06889	LUM	12/20/2018	4	1	2		
LUM06890	LUM	12/20/2018	4	1	2		
LUM06891	LUM	12/20/2018	4	1	2		
LUM06892	LUM	12/20/2018	4	1	2		
LUM06893	LUM	12/20/2018	4	1	2		
LUM06894	LUM	12/20/2018	4	1	2		
LUM06895	LUM	12/20/2018	4	1	3		
LUM06896	LUM	12/20/2018	4	1	3	WS	L
LUM06897	LUM	12/20/2018	4	1	3	WS	L
LUM06898	LUM	12/20/2018	4	1	4	WS	M
LUM06899	LUM	12/20/2018	4	1	4	WS	L
LUM06900	LUM	12/20/2018	4	1	5	WS	L
LUM06901	LUM	12/20/2018	4	1	5	WS	L
LUM06954	LUM	12/20/2018	4	2	1		
LUM06955	LUM	12/20/2018	4	2	1		
LUM06956	LUM	12/20/2018	4	2	1		
LUM06957	LUM	12/20/2018	4	2	1		
LUM06958	LUM	12/20/2018	4	2	1		
LUM06959	LUM	12/20/2018	4	2	1		
LUM06960	LUM	12/20/2018	4	2	1		
LUM06961	LUM	12/20/2018	4	2	1		
LUM06962	LUM	12/20/2018	4	2	1		
LUM06963	LUM	12/20/2018	4	2	1		
LUM06964	LUM	12/20/2018	4	2	1		
LUM06965	LUM	12/20/2018	4	2	1		
LUM06966	LUM	12/20/2018	4	2	1		
LUM06967	LUM	12/20/2018	4	2	1		
LUM06968	LUM	12/20/2018	4	2	1		
LUM06969	LUM	12/20/2018	4	2	1		
LUM06970	LUM	12/20/2018	4	2	1		
LUM06971	LUM	12/20/2018	4	2	1		
LUM06972	LUM	12/20/2018	4	2	1		
LUM06973	LUM	12/20/2018	4	2	1		
LUM06974	LUM	12/20/2018	4	2	1		
LUM06975	LUM	12/20/2018	4	2	1		
LUM06976	LUM	12/20/2018	4	2	1		
LUM06977	LUM	12/20/2018	4	2	1		
LUM06978	LUM	12/20/2018	4	2	1		
LUM06979	LUM	12/20/2018	4	2	1		
LUM06980	LUM	12/20/2018	4	2	1		
LUM06981	LUM	12/20/2018	4	2	1		
LUM06982	LUM	12/20/2018	4	2	1		
LUM06983	LUM	12/20/2018	4	2	1		
LUM06984	LUM	12/20/2018	4	2	1		
LUM06985	LUM	12/20/2018	4	2	1		
LUM06986	LUM	12/20/2018	4	2	1		
LUM06987	LUM	12/20/2018	4	2	1		
LUM06988	LUM	12/20/2018	4	2	1		
LUM06989	LUM	12/20/2018	4	2	1		
LUM06990	LUM	12/20/2018	4	2	1		
LUM06991	LUM	12/20/2018	4	2	1		
LUM06992	LUM	12/20/2018	4	2	1		
LUM06993	LUM	12/20/2018	4	2	1		
LUM06994	LUM	12/20/2018	4	2	1		
LUM06995	LUM	12/20/2018	4	2	1		
LUM06996	LUM	12/20/2018	4	2	1		
LUM06997	LUM	12/20/2018	4	2	1		
LUM06998	LUM	12/20/2018	4	2	1		
LUM06999	LUM	12/20/2018	4	2	1		
LUM07000	LUM	12/20/2018	4	2	1		
LUM07001	LUM	12/20/2018	4	2	1		
LUM07002	LUM	12/20/2018	4	2	1		
LUM07003	LUM	12/20/2018	4	2	1		
LUM07004	LUM	12/20/2018	4	2	1		
LUM07005	LUM	12/20/2018	4	2	1		
LUM07006	LUM	12/20/2018	4	2	1		
LUM07007	LUM	12/20/2018	4	2	1		
LUM07008	LUM	12/20/2018	4	2	1		
LUM07009	LUM	12/20/2018	4	2	1		
LUM07010	LUM	12/20/2018	4	2	1		
LUM07011	LUM	12/20/2018	4	2	1		
LUM07012	LUM	12/20/2018	4	2	1		
LUM07013	LUM	12/20/2018	4	2	1		
LUM07014	LUM	12/20/2018	4	2	1		
LUM07015	LUM	12/20/2018	4	2	1		
LUM07016	LUM	12/20/2018	4	2	1		
LUM07017	LUM	12/20/2018	4	2	1		
LUM07018	LUM	12/20/2018	4	2	1		
LUM07019	LUM	12/20/2018	4	2	1		
LUM07020	LUM	12/20/2018	4	2	1		
LUM07021	LUM	12/20/2018	4	2	2		
LUM07022	LUM	12/20/2018	4	2	2		
LUM07023	LUM	12/20/2018	4	2	2		
LUM07024	LUM	12/20/2018	4	2	2		
LUM07025	LUM	12/20/2018	4	2	2		
LUM07026	LUM	12/20/2018	4	2	2		
LUM07027	LUM	12/20/2018	4	2	2		
LUM07028	LUM	12/20/2018	4	2	2		
LUM07029	LUM	12/20/2018	4	2	2		
LUM07030	LUM	12/20/2018	4	2	2		
LUM07031	LUM	12/20/2018	4	2	2		
LUM07032	LUM	12/20/2018	4	2	2		
LUM07033	LUM	12/20/2018	4	2	2		
LUM07034	LUM	12/20/2018	4	2	2		
LUM07035	LUM	12/20/2018	4	2	2		
LUM07036	LUM	12/20/2018	4	2	2		
LUM07037	LUM	12/20/2018	4	2	2		
LUM07038	LUM	12/20/2018	4	2	2		
LUM07039	LUM	12/20/2018	4	2	2		
LUM07040	LUM	12/20/2018	4	2	2		
LUM07041	LUM	12/20/2018	4	2	2		
LUM07042	LUM	12/20/2018	4	2	2		
LUM07043	LUM	12/20/2018	4	2	2		
LUM07044	LUM	12/20/2018	4	2	2		
LUM07045	LUM	12/20/2018	4	2	2		
LUM07046	LUM	12/20/2018	4	2	2		
LUM07047	LUM	12/20/2018	4	2	2		
LUM07048	LUM	12/20/2018	4	2	2		
LUM07049	LUM	12/20/2018	4	2	2		
LUM07050	LUM	12/20/2018	4	2	3	WS	L
LUM07051	LUM	12/20/2018	4	2	3		
LUM07052	LUM	12/20/2018	4	2	3		
LUM07053	LUM	12/20/2018	4	2	3		
LUM07054	LUM	12/20/2018	4	2	3		
LUM07055	LUM	12/20/2018	4	2	3		
LUM07056	LUM	12/20/2018	4	2	3		
LUM07057	LUM	12/20/2018	4	2	3		
LUM07058	LUM	12/20/2018	4	2	3		
LUM07059	LUM	12/20/2018	4	2	3		
LUM07060	LUM	12/20/2018	4	2	3		
LUM07061	LUM	12/20/2018	4	2	4	WS	L
LUM07062	LUM	12/20/2018	4	2	4	WS	L
LUM07063	LUM	12/20/2018	4	2	4	WS	L
LUM07064	LUM	12/20/2018	4	2	4		
LUM07065	LUM	12/20/2018	4	2	4		
LUM07066	LUM	12/20/2018	4	2	4		
LUM07067	LUM	12/20/2018	4	2	5		
LUM07068	LUM	12/20/2018	4	2	5		
LUM07069	LUM	12/20/2018	4	2	5		
LUM07070	LUM	12/20/2018	4	2	5	WS	L
LUM07071	LUM	12/20/2018	4	2	5	WS	L
LUM07072	LUM	12/20/2018	4	2	5	WS	L
LUM07073	LUM	12/20/2018	4	2	5	WS	L
LUM07074	LUM	12/20/2018	4	2	5	WS	L
LUM07075	LUM	12/20/2018	4	2	5	WS	L
LUM07076	LUM	12/20/2018	4	2	5	WS	L
LUM07077	LUM	12/20/2018	4	2	5		
LUM07078	LUM	12/20/2018	4	2	5		
LUM07079	LUM	12/20/2018	4	2	5		
LUM07080	LUM	12/20/2018	4	2	6	WS	L
LUM07081	LUM	12/20/2018	4	2	6	WS	H
LUM07127	LUM	12/20/2018	4	3	1		
LUM07128	LUM	12/20/2018	4	3	1		
LUM07129	LUM	12/20/2018	4	3	1		
LUM07130	LUM	12/20/2018	4	3	1		
LUM07131	LUM	12/20/2018	4	3	1		
LUM07132	LUM	12/20/2018	4	3	2		
LUM07133	LUM	12/20/2018	4	3	2		
LUM07134	LUM	12/20/2018	4	3	3		
LUM07135	LUM	12/20/2018	4	3	3		
LUM07136	LUM	12/20/2018	4	3	3		
LUM07137	LUM	12/20/2018	4	3	3		
LUM07138	LUM	12/20/2018	4	3	4	WS	L
LUM07139	LUM	12/20/2018	4	3	4		
LUM07140	LUM	12/20/2018	4	3	4		
LUM07141	LUM	12/20/2018	4	3	4		
LUM07142	LUM	12/20/2018	4	3	6		
LUM07143	LUM	12/20/2018	4	3	6	WS	
LUM07144	LUM	12/20/2018	4	3	5		
LUM07145	LUM	12/20/2018	4	3	5		
LUM07160	LUM	5/3/2019	2	1	1		
LUM07161	LUM	5/3/2019	2	1	1		
LUM07162	LUM	5/3/2019	2	1	1		
LUM07163	LUM	5/3/2019	2	1	1		
LUM07164	LUM	5/3/2019	2	1	1		
LUM07165	LUM	5/3/2019	2	1	1		
LUM07166	LUM	5/3/2019	2	1	1		
LUM07167	LUM	5/3/2019	2	1	1	WS	L
LUM07168	LUM	5/3/2019	2	1	1	WS	L
LUM07169	LUM	5/3/2019	2	1	1	WS	L
LUM07170	LUM	5/3/2019	2	1	1	WS	L
LUM07171	LUM	5/3/2019	2	1	1	WS	L
LUM07172	LUM	5/3/2019	2	1	1	WS	L
LUM07173	LUM	5/3/2019	2	1	1	WS	M
LUM07174	LUM	5/3/2019	2	1	1	WS	M
LUM07175	LUM	5/3/2019	2	1	1	WS	M
LUM07176	LUM	5/3/2019	2	1	1	WS	M
LUM07177	LUM	5/3/2019	2	1	1	WS	M
LUM07178	LUM	5/3/2019	2	1	1	WS	M
LUM07179	LUM	5/3/2019	2	1	1	WS	M
LUM07180	LUM	5/3/2019	2	1	1	WS	M
LUM07181	LUM	5/3/2019	2	1	1	WS	M
LUM07182	LUM	5/3/2019	2	1	1	WS	M
LUM07183	LUM	5/3/2019	2	1	1	WS	M
LUM07184	LUM	5/3/2019	2	1	1	WS	M
LUM07185	LUM	5/3/2019	2	1	1	WS	M
LUM07186	LUM	5/3/2019	2	1	1	WS	M
LUM07187	LUM	5/3/2019	2	1	1	WS	M
LUM07188	LUM	5/3/2019	2	1	1	WS	M
LUM07189	LUM	5/3/2019	2	1	1	WS	M
LUM07190	LUM	5/3/2019	2	1	1	WS	M
LUM07191	LUM	5/3/2019	2	1	1	WS	M
LUM07192	LUM	5/3/2019	2	1	1		
LUM07193	LUM	5/3/2019	2	1	1		
LUM07194	LUM	5/3/2019	2	1	1		
LUM07195	LUM	5/3/2019	2	1	1		
LUM07196	LUM	5/3/2019	2	1	1		
LUM07197	LUM	5/3/2019	2	1	1		
LUM07198	LUM	5/3/2019	2	1	1		
LUM07199	LUM	5/3/2019	2	1	1		
LUM07200	LUM	5/3/2019	2	1	1		
LUM07201	LUM	5/3/2019	2	1	1		
LUM07202	LUM	5/3/2019	2	1	1		
LUM07203	LUM	5/3/2019	2	1	1		
LUM07204	LUM	5/3/2019	2	1	1		
LUM07205	LUM	5/3/2019	2	1	1		
LUM07206	LUM	5/3/2019	2	1	1		
LUM07207	LUM	5/3/2019	2	1	1		
LUM07208	LUM	5/3/2019	2	1	1		
LUM07209	LUM	5/3/2019	2	1	1		
LUM07210	LUM	5/3/2019	2	1	1		
LUM07211	LUM	5/3/2019	2	1	1		
LUM07212	LUM	5/3/2019	2	1	1		
LUM07213	LUM	5/3/2019	2	1	1		
LUM07214	LUM	5/3/2019	2	1	1		
LUM07215	LUM	5/3/2019	2	1	1		
LUM07216	LUM	5/3/2019	2	1	1		
LUM07217	LUM	5/3/2019	2	1	1		
LUM07218	LUM	5/3/2019	2	1	1		
LUM07219	LUM	5/3/2019	2	1	1		
LUM07220	LUM	5/3/2019	2	1	1		
LUM07221	LUM	5/3/2019	2	1	1		
LUM07222	LUM	5/3/2019	2	1	1		
LUM07223	LUM	5/3/2019	2	1	1		
LUM07224	LUM	5/3/2019	2	1	1		
LUM07225	LUM	5/3/2019	2	1	1		
LUM07226	LUM	5/3/2019	2	1	1		
LUM07227	LUM	5/3/2019	2	1	1		
LUM07228	LUM	5/3/2019	2	1	1		
LUM07229	LUM	5/3/2019	2	1	1		
LUM07230	LUM	5/3/2019	2	1	1		
LUM07231	LUM	5/3/2019	2	1	1		
LUM07232	LUM	5/3/2019	2	1	1		
LUM07233	LUM	5/3/2019	2	1	1		
LUM07234	LUM	5/3/2019	2	1	1		
LUM07235	LUM	5/3/2019	2	1	1		
LUM07236	LUM	5/3/2019	2	1	1		
LUM07237	LUM	5/3/2019	2	1	1		
LUM07238	LUM	5/3/2019	2	1	1		
LUM07239	LUM	5/3/2019	2	1	1		
LUM07240	LUM	5/3/2019	2	1	1		
LUM07241	LUM	5/3/2019	2	1	1		
LUM07242	LUM	5/3/2019	2	1	1		
LUM07243	LUM	5/3/2019	2	1	1		
LUM07244	LUM	5/3/2019	2	1	1		
LUM07245	LUM	5/3/2019	2	1	1		
LUM07246	LUM	5/3/2019	2	1	1		
LUM07247	LUM	5/3/2019	2	1	1		
LUM07248	LUM	5/3/2019	2	1	1		
LUM07249	LUM	5/3/2019	2	1	1		
LUM07250	LUM	5/3/2019	2	1	1		
LUM07251	LUM	5/3/2019	2	1	1		
LUM07252	LUM	5/3/2019	2	1	1		
LUM07253	LUM	5/3/2019	2	1	1		
LUM07254	LUM	5/3/2019	2	1	1		
LUM07255	LUM	5/3/2019	2	1	1		
LUM07256	LUM	5/3/2019	2	1	1		
LUM07257	LUM	5/3/2019	2	1	1		
LUM07258	LUM	5/3/2019	2	1	1		
LUM07259	LUM	5/3/2019	2	1	1		
LUM07260	LUM	5/3/2019	2	1	1		
LUM07261	LUM	5/3/2019	2	1	1		
LUM07262	LUM	5/3/2019	2	1	1		
LUM07263	LUM	5/3/2019	2	1	1		
LUM07264	LUM	5/3/2019	2	1	1		
LUM07265	LUM	5/3/2019	2	1	1		
LUM07266	LUM	5/3/2019	2	1	1		
LUM07267	LUM	5/3/2019	2	1	1		
LUM07268	LUM	5/3/2019	2	1	1		
LUM07269	LUM	5/3/2019	2	1	1		
LUM07270	LUM	5/3/2019	2	1	1		
LUM07271	LUM	5/3/2019	2	1	2	WS	H
LUM07272	LUM	5/3/2019	2	1	2	WS	H
LUM07273	LUM	5/3/2019	2	1	2	WS	H
LUM07274	LUM	5/3/2019	2	1	2	WS	H
LUM07275	LUM	5/3/2019	2	1	2	WS	H
LUM07276	LUM	5/3/2019	2	1	2	WS	H
LUM07277	LUM	5/3/2019	2	1	2	WS	M
LUM07278	LUM	5/3/2019	2	1	2	WS	M
LUM07279	LUM	5/3/2019	2	1	2	WS	M
LUM07280	LUM	5/3/2019	2	1	2	WS	M
LUM07281	LUM	5/3/2019	2	1	2	WS	M
LUM07282	LUM	5/3/2019	2	1	2	WS	M
LUM07283	LUM	5/3/2019	2	1	2	WS	L
LUM07284	LUM	5/3/2019	2	1	2	WS	
LUM07285	LUM	5/3/2019	2	1	2	WS	L
LUM07286	LUM	5/3/2019	2	1	2	WS	L
LUM07287	LUM	5/3/2019	2	1	2		
LUM07288	LUM	5/3/2019	2	1	2		
LUM07289	LUM	5/3/2019	2	1	2		
LUM07290	LUM	5/3/2019	2	1	2		
LUM07291	LUM	5/3/2019	2	1	2		
LUM07292	LUM	5/3/2019	2	1	2		
LUM07293	LUM	5/3/2019	2	1	2		
LUM07294	LUM	5/3/2019	2	1	2		
LUM07295	LUM	5/3/2019	2	1	3	WS	L
LUM07296	LUM	5/3/2019	2	1	3	WS	L
LUM07297	LUM	5/3/2019	2	1	3	WS	L
LUM07298	LUM	5/3/2019	2	1	3	WS	M
LUM07299	LUM	5/3/2019	2	1	3	WS	M
LUM07300	LUM	5/3/2019	2	1	3	WS	M
LUM07301	LUM	5/3/2019	2	1	3	WS	M
LUM07302	LUM	5/3/2019	2	1	3	WS	H
LUM07303	LUM	5/3/2019	2	1	4	WS	H
LUM07304	LUM	5/3/2019	2	1	5	WS	M
LUM07305	LUM	5/3/2019	2	1	5	WS	H
LUM07364	LUM	5/3/2019	2	2	1	WS	L
LUM07365	LUM	5/3/2019	2	2	1	WS	L
LUM07366	LUM	5/3/2019	2	2	1	WS	L
LUM07367	LUM	5/3/2019	2	2	1	WS	L
LUM07368	LUM	5/3/2019	2	2	1	WS	L
LUM07369	LUM	5/3/2019	2	2	1	WS	H
LUM07370	LUM	5/3/2019	2	2	1	WS	H
LUM07371	LUM	5/3/2019	2	2	1	WS	L
LUM07372	LUM	5/3/2019	2	2	1	WS	L
LUM07373	LUM	5/3/2019	2	2	1	WS	L
LUM07374	LUM	5/3/2019	2	2	1	WS	L
LUM07375	LUM	5/3/2019	2	2	1	WS	
LUM07376	LUM	5/3/2019	2	2	1	WS	
LUM07377	LUM	5/3/2019	2	2	1		
LUM07378	LUM	5/3/2019	2	2	1		
LUM07379	LUM	5/3/2019	2	2	1		
LUM07380	LUM	5/3/2019	2	2	1		
LUM07381	LUM	5/3/2019	2	2	1		
LUM07382	LUM	5/3/2019	2	2	1		
LUM07383	LUM	5/3/2019	2	2	1		
LUM07384	LUM	5/3/2019	2	2	1		
LUM07385	LUM	5/3/2019	2	2	1		
LUM07386	LUM	5/3/2019	2	2	1		
LUM07387	LUM	5/3/2019	2	2	1		
LUM07388	LUM	5/3/2019	2	2	1		
LUM07389	LUM	5/3/2019	2	2	1		
LUM07390	LUM	5/3/2019	2	2	1		
LUM07391	LUM	5/3/2019	2	2	1		
LUM07392	LUM	5/3/2019	2	2	1		
LUM07393	LUM	5/3/2019	2	2	1		
LUM07394	LUM	5/3/2019	2	2	1		
LUM07395	LUM	5/3/2019	2	2	1		
LUM07396	LUM	5/3/2019	2	2	1		
LUM07397	LUM	5/3/2019	2	2	1		
LUM07398	LUM	5/3/2019	2	2	1		
LUM07399	LUM	5/3/2019	2	2	1		
LUM07400	LUM	5/3/2019	2	2	1		
LUM07401	LUM	5/3/2019	2	2	1		
LUM07402	LUM	5/3/2019	2	2	1		
LUM07403	LUM	5/3/2019	2	2	1		
LUM07404	LUM	5/3/2019	2	2	1		
LUM07405	LUM	5/3/2019	2	2	1		
LUM07406	LUM	5/3/2019	2	2	1		
LUM07407	LUM	5/3/2019	2	2	1		
LUM07408	LUM	5/3/2019	2	2	1		
LUM07409	LUM	5/3/2019	2	2	1		
LUM07410	LUM	5/3/2019	2	2	1		
LUM07411	LUM	5/3/2019	2	2	1		
LUM07412	LUM	5/3/2019	2	2	1		
LUM07413	LUM	5/3/2019	2	2	1		
LUM07414	LUM	5/3/2019	2	2	1		
LUM07415	LUM	5/3/2019	2	2	1		
LUM07416	LUM	5/3/2019	2	2	1		
LUM07417	LUM	5/3/2019	2	2	1		
LUM07418	LUM	5/3/2019	2	2	1		
LUM07419	LUM	5/3/2019	2	2	1		
LUM07420	LUM	5/3/2019	2	2	1		
LUM07421	LUM	5/3/2019	2	2	1		
LUM07422	LUM	5/3/2019	2	2	1		
LUM07423	LUM	5/3/2019	2	2	1		
LUM07424	LUM	5/3/2019	2	2	2	WS	M
LUM07425	LUM	5/3/2019	2	2	2	WS	L
LUM07426	LUM	5/3/2019	2	2	2	WS	L
LUM07427	LUM	5/3/2019	2	2	2	WS	L
LUM07428	LUM	5/3/2019	2	2	2	WS	L
LUM07429	LUM	5/3/2019	2	2	2	WS	L
LUM07430	LUM	5/3/2019	2	2	2	WS	
LUM07431	LUM	5/3/2019	2	2	2	WS	
LUM07432	LUM	5/3/2019	2	2	2	WS	
LUM07433	LUM	5/3/2019	2	2	2		
LUM07434	LUM	5/3/2019	2	2	2		
LUM07435	LUM	5/3/2019	2	2	2		
LUM07436	LUM	5/3/2019	2	2	2		
LUM07437	LUM	5/3/2019	2	2	2		
LUM07438	LUM	5/3/2019	2	2	2		
LUM07439	LUM	5/3/2019	2	2	2		
LUM07440	LUM	5/3/2019	2	2	2		
LUM07441	LUM	5/3/2019	2	2	2		
LUM07442	LUM	5/3/2019	2	2	2		
LUM07443	LUM	5/3/2019	2	2	2		
LUM07444	LUM	5/3/2019	2	2	2		
LUM07445	LUM	5/3/2019	2	2	2		
LUM07446	LUM	5/3/2019	2	2	2		
LUM07447	LUM	5/3/2019	2	2	2		
LUM07448	LUM	5/3/2019	2	2	2		
LUM07449	LUM	5/3/2019	2	2	2		
LUM07450	LUM	5/3/2019	2	2	2		
LUM07451	LUM	5/3/2019	2	2	2		
LUM07452	LUM	5/3/2019	2	2	2		
LUM07453	LUM	5/3/2019	2	2	2		
LUM07454	LUM	5/3/2019	2	2	2		
LUM07455	LUM	5/3/2019	2	2	2		
LUM07456	LUM	5/3/2019	2	2	2		
LUM07457	LUM	5/3/2019	2	2	2		
LUM07458	LUM	5/3/2019	2	2	3	WS	L
LUM07459	LUM	5/3/2019	2	2	3	WS	L
LUM07460	LUM	5/3/2019	2	2	3	WS	L
LUM07461	LUM	5/3/2019	2	2	3	WS	L
LUM07462	LUM	5/3/2019	2	2	3		
LUM07463	LUM	5/3/2019	2	2	3		
LUM07464	LUM	5/3/2019	2	2	3		
LUM07465	LUM	5/3/2019	2	2	4	WS	L
LUM07466	LUM	5/3/2019	2	2	4	WS	L
LUM07467	LUM	5/3/2019	2	2	5	WS	L
LUM07468	LUM	5/3/2019	2	2	5	WS	L
LUM07469	LUM	5/3/2019	2	2	5	WS	L
LUM07470	LUM	5/3/2019	2	2	5	WS	L
LUM07471	LUM	5/3/2019	2	2	5	WS	L
LUM07472	LUM	5/3/2019	2	2	5	WS	L
LUM07473	LUM	5/3/2019	2	2	5	WS	L
LUM07474	LUM	5/3/2019	2	2	5	WS	L
LUM07475	LUM	5/3/2019	2	2	5	WS	H
LUM07476	LUM	5/3/2019	2	2	5	WS	H
LUM07477	LUM	5/3/2019	2	2	6	WS	L
LUM07478	LUM	5/3/2019	2	2	6	WS	L
LUM07479	LUM	5/3/2019	2	2	6	WS	L
LUM07531	LUM	5/3/2019	2	3	1		
LUM07532	LUM	5/3/2019	2	3	1		
LUM07533	LUM	5/3/2019	2	3	1		
LUM07534	LUM	5/3/2019	2	3	1		
LUM07535	LUM	5/3/2019	2	3	2		
LUM07536	LUM	5/3/2019	2	3	2		
LUM07537	LUM	5/3/2019	2	3	2		
LUM07538	LUM	5/3/2019	2	3	2		
LUM07539	LUM	5/3/2019	2	3	3		
LUM07540	LUM	5/3/2019	2	3	3		
LUM07541	LUM	5/3/2019	2	3	3		
LUM07542	LUM	5/3/2019	2	3	3		
LUM07543	LUM	5/3/2019	2	3	3		
LUM07544	LUM	5/3/2019	2	3	3		
LUM07545	LUM	5/3/2019	2	3	3		
LUM07546	LUM	5/3/2019	2	3	3		
LUM07547	LUM	5/3/2019	2	3	3		
LUM07548	LUM	5/3/2019	2	3	4		
LUM07549	LUM	5/3/2019	2	3	4		
LUM07550	LUM	5/3/2019	2	3	4	WS	L
LUM07551	LUM	5/3/2019	2	3	4		
LUM07552	LUM	5/3/2019	2	3	4		
LUM07553	LUM	5/3/2019	2	3	4		
LUM07554	LUM	5/3/2019	2	3	6		
LUM07555	LUM	5/3/2019	2	3	6	WS	L
LUM07556	LUM	5/3/2019	2	3	6	WS	L
LUM07557	LUM	5/3/2019	2	3	6	WS	M
LUM07558	LUM	5/3/2019	2	3	5	WS	M
LUM07559	LUM	5/3/2019	2	3	5	WS	M
LUM07560	LUM	5/3/2019	2	3	5	WS	M
LUM07572	LUM	9/26/2019	3	1	1		
LUM07573	LUM	9/26/2019	3	1	1		
LUM07574	LUM	9/26/2019	3	1	1	WS	M
LUM07575	LUM	9/26/2019	3	1	1		
LUM07576	LUM	9/26/2019	3	1	1		
LUM07577	LUM	9/26/2019	3	1	1		
LUM07578	LUM	9/26/2019	3	1	1		
LUM07579	LUM	9/26/2019	3	1	1		
LUM07580	LUM	9/26/2019	3	1	1		
LUM07581	LUM	9/26/2019	3	1	1		
LUM07582	LUM	9/26/2019	3	1	1		
LUM07583	LUM	9/26/2019	3	1	1		
LUM07584	LUM	9/26/2019	3	1	1		
LUM07585	LUM	9/26/2019	3	1	1		
LUM07586	LUM	9/26/2019	3	1	1		
LUM07587	LUM	9/26/2019	3	1	1		
LUM07588	LUM	9/26/2019	3	1	1		
LUM07589	LUM	9/26/2019	3	1	1		
LUM07590	LUM	9/26/2019	3	1	1		
LUM07591	LUM	9/26/2019	3	1	1		
LUM07592	LUM	9/26/2019	3	1	1		
LUM07593	LUM	9/26/2019	3	1	1		
LUM07594	LUM	9/26/2019	3	1	1		
LUM07595	LUM	9/26/2019	3	1	1		
LUM07596	LUM	9/26/2019	3	1	1		
LUM07597	LUM	9/26/2019	3	1	1		
LUM07598	LUM	9/26/2019	3	1	1		
LUM07599	LUM	9/26/2019	3	1	1		
LUM07600	LUM	9/26/2019	3	1	1		
LUM07601	LUM	9/26/2019	3	1	2	WS	M
LUM07602	LUM	9/26/2019	3	1	2	WS	M
LUM07603	LUM	9/26/2019	3	1	2	WS	M
LUM07604	LUM	9/26/2019	3	1	2		
LUM07605	LUM	9/26/2019	3	1	2		
LUM07606	LUM	9/26/2019	3	1	2		
LUM07607	LUM	9/26/2019	3	1	2		
LUM07608	LUM	9/26/2019	3	1	2		
LUM07609	LUM	9/26/2019	3	1	2		
LUM07610	LUM	9/26/2019	3	1	2		
LUM07611	LUM	9/26/2019	3	1	2		
LUM07612	LUM	9/26/2019	3	1	3		
LUM07613	LUM	9/26/2019	3	1	3		
LUM07614	LUM	9/26/2019	3	1	5		
LUM07615	LUM	9/26/2019	3	1	5		
LUM07684	LUM	9/26/2019	3	2	1		
LUM07685	LUM	9/26/2019	3	2	1		
LUM07686	LUM	9/26/2019	3	2	1		
LUM07687	LUM	9/26/2019	3	2	1		
LUM07688	LUM	9/26/2019	3	2	1		
LUM07689	LUM	9/26/2019	3	2	1		
LUM07690	LUM	9/26/2019	3	2	1		
LUM07691	LUM	9/26/2019	3	2	1		
LUM07692	LUM	9/26/2019	3	2	1		
LUM07693	LUM	9/26/2019	3	2	1		
LUM07694	LUM	9/26/2019	3	2	1		
LUM07695	LUM	9/26/2019	3	2	1		
LUM07696	LUM	9/26/2019	3	2	1		
LUM07697	LUM	9/26/2019	3	2	1		
LUM07698	LUM	9/26/2019	3	2	1		
LUM07699	LUM	9/26/2019	3	2	1		
LUM07700	LUM	9/26/2019	3	2	1		
LUM07701	LUM	9/26/2019	3	2	1		
LUM07702	LUM	9/26/2019	3	2	1		
LUM07703	LUM	9/26/2019	3	2	1		
LUM07704	LUM	9/26/2019	3	2	1		
LUM07705	LUM	9/26/2019	3	2	1		
LUM07706	LUM	9/26/2019	3	2	1		
LUM07707	LUM	9/26/2019	3	2	1		
LUM07708	LUM	9/26/2019	3	2	1		
LUM07709	LUM	9/26/2019	3	2	1		
LUM07710	LUM	9/26/2019	3	2	1		
LUM07711	LUM	9/26/2019	3	2	1		
LUM07712	LUM	9/26/2019	3	2	1		
LUM07713	LUM	9/26/2019	3	2	2	WS	L
