ID	SITE	DATE	QUARTER	TRANSECT	SZ_CL	WS	WS-SEV
LUM00001	LUM	6/3/2011	2	1	1		
LUM00002	LUM	6/3/2011	2	1	1		
LUM00003	LUM	6/3/2011	2	1	1		
LUM00004	LUM	6/3/2011	2	1	1		
LUM00005	LUM	6/3/2011	2	1	1		
LUM00006	LUM	6/3/2011	2	1	1		
LUM00007	LUM	6/3/2011	2	1	1		
LUM00008	LUM	6/3/2011	2	1	1		
LUM00009	LUM	6/3/2011	2	1	1		
LUM00010	LUM	6/3/2011	2	1	1		
LUM00011	LUM	6/3/2011	2	1	1		
LUM00012	LUM	6/3/2011	2	1	1		
LUM00013	LUM	6/3/2011	2	1	1		
LUM00014	LUM	6/3/2011	2	1	1		
LUM00015	LUM	6/3/2011	2	1	1		
LUM00025	LUM	6/3/2011	2	1	2		
LUM00026	LUM	6/3/2011	2	1	2		
LUM00029	LUM	6/3/2011	2	1	2		
LUM00032	LUM	6/3/2011	2	1	4	WS	L
LUM00041	LUM	6/3/2011	2	1	3		
LUM00042	LUM	6/3/2011	2	1	5		
LUM00043	LUM	6/3/2011	2	1	3	WS	L
LUM00044	LUM	6/3/2011	2	1	3	WS	L
LUM00045	LUM	6/3/2011	2	1	4	WS	L
LUM00046	LUM	6/3/2011	2	1	3	WS	L
LUM00047	LUM	6/3/2011	2	1	3		
LUM00048	LUM	6/3/2011	2	1	4	WS	L
LUM00049	LUM	6/3/2011	2	1	3	WS	L
LUM00055	LUM	6/3/2011	2	1	1	WS	L
LUM00056	LUM	6/3/2011	2	1	1		
LUM00057	LUM	6/3/2011	2	1	1		
LUM00058	LUM	6/3/2011	2	1	1		
LUM00059	LUM	6/3/2011	2	1	1		
LUM00060	LUM	6/3/2011	2	1	1		
LUM00061	LUM	6/3/2011	2	1	1		
LUM00062	LUM	6/3/2011	2	1	1		
LUM00063	LUM	6/3/2011	2	1	1		
LUM00064	LUM	6/3/2011	2	1	1		
LUM00065	LUM	6/3/2011	2	1	1		
LUM00066	LUM	6/3/2011	2	1	1		
LUM00067	LUM	6/3/2011	2	1	1		
LUM00068	LUM	6/3/2011	2	1	1		
LUM00069	LUM	6/3/2011	2	1	1		
LUM00070	LUM	6/3/2011	2	1	1		
LUM00071	LUM	6/3/2011	2	1	1		
LUM00072	LUM	6/3/2011	2	1	2	WS	
LUM00073	LUM	6/3/2011	2	1	1	WS	
LUM00074	LUM	6/3/2011	2	1	1		
LUM00075	LUM	6/3/2011	2	1	1		
LUM00076	LUM	6/3/2011	2	1	1		
LUM00077	LUM	6/3/2011	2	1	1		
LUM00078	LUM	6/3/2011	2	1	1		
LUM00079	LUM	6/3/2011	2	1	1		
LUM00080	LUM	6/3/2011	2	1	1		
LUM00081	LUM	6/3/2011	2	1	1		
LUM00082	LUM	6/3/2011	2	1	1		
LUM00087	LUM	6/3/2011	2	1	5	WS	
LUM00088	LUM	6/3/2011	2	1	2	WS	
LUM00089	LUM	6/3/2011	2	1	3		
LUM00090	LUM	6/3/2011	2	1	2	WS	
LUM00091	LUM	6/3/2011	2	1	2		
LUM00092	LUM	6/3/2011	2	1	1		
LUM00093	LUM	6/3/2011	2	1	1		
LUM00094	LUM	6/3/2011	2	1	1		
LUM00104	LUM	6/3/2011	2	1	2	WS	L
LUM00105	LUM	6/3/2011	2	1	1	WS	L
LUM00106	LUM	6/3/2011	2	1	1	WS	L
LUM00107	LUM	6/3/2011	2	1	1		
LUM00108	LUM	6/3/2011	2	1	1		
LUM00109	LUM	6/3/2011	2	1	1		
LUM00110	LUM	6/3/2011	2	1	1		
LUM00111	LUM	6/3/2011	2	1	1		
LUM00112	LUM	6/3/2011	2	1	1		
LUM00113	LUM	6/3/2011	2	1	1		
LUM00114	LUM	6/3/2011	2	1	1		
LUM00115	LUM	6/3/2011	2	1	1		
LUM00116	LUM	6/3/2011	2	1	1	WS	L
LUM00117	LUM	6/3/2011	2	1	1	WS	L
LUM00118	LUM	6/3/2011	2	1	1		
LUM00119	LUM	6/3/2011	2	1	1		
LUM00120	LUM	6/3/2011	2	1	1		
LUM00121	LUM	6/3/2011	2	1	1		
LUM00122	LUM	6/3/2011	2	1	1		
LUM00123	LUM	6/3/2011	2	1	1		
LUM00124	LUM	6/3/2011	2	1	1		
LUM00125	LUM	6/3/2011	2	1	1		
LUM00126	LUM	6/3/2011	2	1	1		
LUM00127	LUM	6/3/2011	2	1	1		
LUM00128	LUM	6/3/2011	2	1	1		
LUM00129	LUM	6/3/2011	2	1	1		
LUM00130	LUM	6/3/2011	2	1	3	WS	L
LUM00133	LUM	6/3/2011	2	1	2	WS	
LUM00134	LUM	6/3/2011	2	1	2		
LUM00135	LUM	6/3/2011	2	1	6	WS	L
LUM00136	LUM	6/3/2011	2	1	2		
LUM00140	LUM	6/3/2011	2	1	5	WS	M
LUM00141	LUM	6/3/2011	2	1	5	WS	
LUM00144	LUM	6/3/2011	2	1	4		
LUM00145	LUM	6/3/2011	2	1	3		
LUM00146	LUM	6/3/2011	2	1	2	WS	L
LUM00147	LUM	6/3/2011	2	1	2	WS	L
LUM00148	LUM	6/3/2011	2	1	2	WS	L
LUM00149	LUM	6/3/2011	2	1	2	WS	
LUM00151	LUM	6/3/2011	2	2	1	WS	L
LUM00152	LUM	6/3/2011	2	2	5		
LUM00153	LUM	6/3/2011	2	2	3	WS	L
LUM00154	LUM	6/3/2011	2	2	3		
LUM00155	LUM	6/3/2011	2	2	6		
LUM00157	LUM	6/3/2011	2	2	5	WS	L
LUM00158	LUM	6/3/2011	2	2	5		
LUM00161	LUM	6/3/2011	2	2	3	WS	L
LUM00162	LUM	6/3/2011	2	2	2	WS	L
LUM00163	LUM	6/3/2011	2	2	3	WS	L
LUM00164	LUM	6/3/2011	2	2	3		
LUM00165	LUM	6/3/2011	2	2	2		
LUM00168	LUM	6/3/2011	2	2	4		
LUM00169	LUM	6/3/2011	2	2	2		
LUM00170	LUM	6/3/2011	2	2	2		
LUM00178	LUM	6/3/2011	2	2	2		
LUM00181	LUM	6/3/2011	2	2	4	WS	L
LUM00184	LUM	6/3/2011	2	2	5	WS	L
LUM00185	LUM	6/3/2011	2	2	3	WS	L
LUM00186	LUM	6/3/2011	2	2	4		
LUM00187	LUM	6/3/2011	2	2	6	WS	L
LUM00192	LUM	6/3/2011	2	2	4	WS	L
LUM00193	LUM	6/3/2011	2	2	3	WS	L
LUM00196	LUM	6/3/2011	2	2	3	WS	L
LUM00197	LUM	6/3/2011	2	2	3	WS	L
LUM00198	LUM	6/3/2011	2	2	2		
LUM00199	LUM	6/3/2011	2	2	5		
LUM00200	LUM	6/3/2011	2	2	4	WS	L
LUM00201	LUM	6/3/2011	2	2	3		
LUM00202	LUM	6/3/2011	2	2	3		
LUM00203	LUM	6/3/2011	2	2	2		
LUM00211	LUM	6/3/2011	2	2	3	WS	L
LUM00212	LUM	6/3/2011	2	2	2		
LUM00216	LUM	6/3/2011	2	2	3		
LUM00217	LUM	6/3/2011	2	2	4		
LUM00218	LUM	6/3/2011	2	2	3		
LUM00219	LUM	6/3/2011	2	2	2	WS	L
LUM00227	LUM	6/3/2011	2	2	4	WS	L
LUM00228	LUM	6/3/2011	2	2	4		
LUM00229	LUM	6/3/2011	2	2	5	WS	L
LUM00232	LUM	6/3/2011	2	2	3	WS	L
LUM00233	LUM	6/3/2011	2	2	4		
LUM00235	LUM	6/3/2011	2	2	4	WS	L
LUM00236	LUM	6/3/2011	2	2	4		
LUM00237	LUM	6/3/2011	2	2	3	WS	L
LUM00238	LUM	6/3/2011	2	2	2		
LUM00240	LUM	6/3/2011	2	3	3		
LUM00241	LUM	6/3/2011	2	3	2		
LUM00250	LUM	6/3/2011	2	3	2		
LUM00251	LUM	6/3/2011	2	3	2		
LUM00256	LUM	6/3/2011	2	3	5		
LUM00257	LUM	6/3/2011	2	3	3		
LUM00258	LUM	6/3/2011	2	3	3		
LUM00259	LUM	6/3/2011	2	3	3	WS	L
LUM00260	LUM	6/3/2011	2	3	3		
LUM00261	LUM	6/3/2011	2	3	3		
LUM00262	LUM	6/3/2011	2	3	3		
LUM00263	LUM	6/3/2011	2	3	3		
LUM00270	LUM	6/3/2011	2	3	3		
LUM00272	LUM	6/3/2011	2	3	3		
LUM00274	LUM	6/3/2011	2	3	3		
LUM00275	LUM	6/3/2011	2	3	5	WS	L
LUM00276	LUM	6/3/2011	2	3	5	WS	L
LUM00277	LUM	6/3/2011	2	3	5		
LUM00278	LUM	6/3/2011	2	3	4		
LUM00279	LUM	6/3/2011	2	3	5		
LUM00281	LUM	6/3/2011	2	3	4		
LUM00284	LUM	6/3/2011	2	3	2		
LUM00285	LUM	6/3/2011	2	3	3		
LUM00299	LUM	6/3/2011	2	3	2		
LUM00300	LUM	6/3/2011	2	3	3		
LUM00301	LUM	6/3/2011	2	3	4		
LUM00302	LUM	6/3/2011	2	3	3		
LUM00303	LUM	6/3/2011	2	3	4		
LUM00304	LUM	6/3/2011	2	3	2		
LUM00305	LUM	6/3/2011	2	3	1		
LUM00306	LUM	6/3/2011	2	3	3		
LUM00308	LUM	6/3/2011	2	3	3		
LUM00309	LUM	6/3/2011	2	3	3	WS	
LUM00310	LUM	6/3/2011	2	3	6		
LUM00311	LUM	6/3/2011	2	3	6	WS	L
LUM00313	LUM	6/3/2011	2	3	3		
LUM00315	LUM	6/3/2011	2	3	2		
LUM00316	LUM	6/3/2011	2	3	3	WS	L
LUM00317	LUM	6/3/2011	2	3	2		
LUM00318	LUM	6/3/2011	2	3	1		
LUM00319	LUM	6/3/2011	2	3	1		
LUM00320	LUM	6/3/2011	2	3	1		
LUM00321	LUM	6/3/2011	2	3	1		
LUM00322	LUM	6/3/2011	2	3	1		
LUM00323	LUM	6/3/2011	2	3	1		
LUM00324	LUM	6/3/2011	2	3	1		
LUM00342	LUM	9/28/2011	3	1	1		
LUM00343	LUM	9/28/2011	3	1	1		
LUM00344	LUM	9/28/2011	3	1	1		
LUM00345	LUM	9/28/2011	3	1	1		
LUM00346	LUM	9/28/2011	3	1	1		
LUM00347	LUM	9/28/2011	3	1	1		
LUM00348	LUM	9/28/2011	3	1	1		
LUM00349	LUM	9/28/2011	3	1	1		
LUM00350	LUM	9/28/2011	3	1	2		
LUM00351	LUM	9/28/2011	3	1	1	WS	M
LUM00356	LUM	9/28/2011	3	1	5	WS	L
LUM00357	LUM	9/28/2011	3	1	2		
LUM00359	LUM	9/28/2011	3	1	1		
LUM00360	LUM	9/28/2011	3	1	1		
LUM00361	LUM	9/28/2011	3	1	5	WS	L
LUM00367	LUM	9/28/2011	3	1	2		
LUM00368	LUM	9/28/2011	3	1	2		
LUM00370	LUM	9/28/2011	3	1	2		
LUM00371	LUM	9/28/2011	3	1	5	WS	L
LUM00372	LUM	9/28/2011	3	1	5	WS	L
LUM00374	LUM	9/28/2011	3	1	3	WS	L
LUM00375	LUM	9/28/2011	3	1	4	WS	L
LUM00378	LUM	9/28/2011	3	1	3		
LUM00379	LUM	9/28/2011	3	1	3	WS	L
LUM00380	LUM	9/28/2011	3	1	5	WS	L
LUM00381	LUM	9/28/2011	3	1	2	WS	L
LUM00382	LUM	9/28/2011	3	1	2	WS	L
LUM00383	LUM	9/28/2011	3	1	2		
LUM00384	LUM	9/28/2011	3	1	2		
LUM00385	LUM	9/28/2011	3	1	2		
LUM00386	LUM	9/28/2011	3	1	3	WS	L
LUM00388	LUM	9/28/2011	3	1	2	WS	L
LUM00389	LUM	9/28/2011	3	1	2	WS	L
LUM00390	LUM	9/28/2011	3	1	4	WS	L
LUM00395	LUM	9/28/2011	3	1	2	WS	L
LUM00396	LUM	9/28/2011	3	1	4	WS	L
LUM00398	LUM	9/28/2011	3	1	1		
LUM00399	LUM	9/28/2011	3	1	4		
LUM00401	LUM	9/28/2011	3	1	3	WS	L
LUM00417	LUM	9/28/2011	3	1	4		
LUM00418	LUM	9/28/2011	3	1	2	WS	L
LUM00419	LUM	9/28/2011	3	1	2		
LUM00420	LUM	9/28/2011	3	1	3		
LUM00421	LUM	9/28/2011	3	1	4		
LUM00423	LUM	9/28/2011	3	1	4		
LUM00424	LUM	9/28/2011	3	1	3	WS	L
LUM00425	LUM	9/28/2011	3	1	2		
LUM00426	LUM	9/28/2011	3	1	3		
LUM00427	LUM	9/28/2011	3	1	3		
LUM00428	LUM	9/28/2011	3	2	4	WS	L
LUM00429	LUM	9/28/2011	3	2	5	WS	L
LUM00430	LUM	9/28/2011	3	2	4	WS	L
LUM00431	LUM	9/28/2011	3	2	5	WS	L
LUM00434	LUM	9/28/2011	3	2	3		
LUM00435	LUM	9/28/2011	3	2	2		
LUM00436	LUM	9/28/2011	3	2	2		
LUM00437	LUM	9/28/2011	3	2	5		
LUM00438	LUM	9/28/2011	3	2	3		
LUM00439	LUM	9/28/2011	3	2	2		
LUM00440	LUM	9/28/2011	3	2	4	WS	L
LUM00441	LUM	9/28/2011	3	2	2	WS	L
LUM00442	LUM	9/28/2011	3	2	3	WS	L
LUM00444	LUM	9/28/2011	3	2	2		
LUM00446	LUM	9/28/2011	3	2	2		
LUM00447	LUM	9/28/2011	3	2	4		
LUM00449	LUM	9/28/2011	3	2	2		
LUM00452	LUM	9/28/2011	3	2	2		
LUM00454	LUM	9/28/2011	3	2	4	WS	L
LUM00458	LUM	9/28/2011	3	2	4		
LUM00459	LUM	9/28/2011	3	2	3		
LUM00460	LUM	9/28/2011	3	2	4		
LUM00461	LUM	9/28/2011	3	2	4	WS	L
LUM00464	LUM	9/28/2011	3	2	4	WS	L
LUM00465	LUM	9/28/2011	3	2	5	WS	L
LUM00466	LUM	9/28/2011	3	2	5	WS	L
LUM00467	LUM	9/28/2011	3	2	2		
LUM00468	LUM	9/28/2011	3	2	4		
LUM00470	LUM	9/28/2011	3	2	5		
LUM00472	LUM	9/28/2011	3	2	4	WS	L
LUM00474	LUM	9/28/2011	3	2	5		
LUM00475	LUM	9/28/2011	3	2	5	WS	L
LUM00476	LUM	9/28/2011	3	2	2		
LUM00483	LUM	9/28/2011	3	2	4		
LUM00484	LUM	9/28/2011	3	2	2		
LUM00485	LUM	9/28/2011	3	2	3		
LUM00486	LUM	9/28/2011	3	2	3		
LUM00490	LUM	9/28/2011	3	2	3	WS	L
LUM00491	LUM	9/28/2011	3	2	2		
LUM00492	LUM	9/28/2011	3	2	1		
LUM00494	LUM	9/28/2011	3	2	2		
LUM00496	LUM	9/28/2011	3	2	2		
LUM00497	LUM	9/28/2011	3	2	4	WS	L
LUM00498	LUM	9/28/2011	3	2	2		
LUM00499	LUM	9/28/2011	3	2	3		
LUM00500	LUM	9/28/2011	3	2	2		
LUM00501	LUM	9/28/2011	3	2	2		
LUM00502	LUM	9/28/2011	3	2	2		
LUM00503	LUM	9/28/2011	3	2	2		
LUM00504	LUM	9/28/2011	3	2	5		
LUM00506	LUM	9/28/2011	3	2	3		
LUM00507	LUM	9/28/2011	3	2	3		
LUM00508	LUM	9/28/2011	3	2	4		
LUM00509	LUM	9/28/2011	3	2	3	WS	L
LUM00510	LUM	9/28/2011	3	2	2		
LUM00511	LUM	9/28/2011	3	3	2		
LUM00512	LUM	9/28/2011	3	3	3		
LUM00513	LUM	9/28/2011	3	3	2		
LUM00530	LUM	9/28/2011	3	3	2		
LUM00531	LUM	9/28/2011	3	3	5		
LUM00533	LUM	9/28/2011	3	3	5		
LUM00534	LUM	9/28/2011	3	3	2		
LUM00535	LUM	9/28/2011	3	3	3		
LUM00536	LUM	9/28/2011	3	3	4		
LUM00537	LUM	9/28/2011	3	3	4	WS	L
LUM00538	LUM	9/28/2011	3	3	2	WS	L
LUM00539	LUM	9/28/2011	3	3	3		
LUM00540	LUM	9/28/2011	3	3	4	WS	L
LUM00549	LUM	9/28/2011	3	3	3		
LUM00552	LUM	9/28/2011	3	3	3		
LUM00553	LUM	9/28/2011	3	3	6	WS	L
LUM00555	LUM	9/28/2011	3	3	5	WS	L
LUM00556	LUM	9/28/2011	3	3	3		
LUM00557	LUM	9/28/2011	3	3	5		
LUM00558	LUM	9/28/2011	3	3	5		
LUM00560	LUM	9/28/2011	3	3	4		
LUM00562	LUM	9/28/2011	3	3	3		
LUM00564	LUM	9/28/2011	3	3	3		
LUM00574	LUM	9/28/2011	3	3	2		
LUM00584	LUM	9/28/2011	3	3	1		
LUM00585	LUM	9/28/2011	3	3	1		
LUM00586	LUM	9/28/2011	3	3	1		
LUM00587	LUM	9/28/2011	3	3	1		
LUM00590	LUM	9/28/2011	3	3	5		
LUM00591	LUM	9/28/2011	3	3	4	WS	L
LUM00592	LUM	9/28/2011	3	3	3		
LUM00593	LUM	9/28/2011	3	3	4		
LUM00595	LUM	9/28/2011	3	3	4	WS	L
LUM00596	LUM	9/28/2011	3	3	4	WS	L
LUM00597	LUM	9/28/2011	3	3	3		
LUM00598	LUM	9/28/2011	3	3	3		
LUM00601	LUM	9/28/2011	3	3	3		
LUM00602	LUM	9/28/2011	3	3	2		
LUM00603	LUM	9/28/2011	3	3	3		
LUM00604	LUM	9/28/2011	3	3	3		
LUM00605	LUM	9/28/2011	3	3	4		
LUM00606	LUM	9/28/2011	3	3	5		
LUM00607	LUM	9/28/2011	3	3	2		
LUM00631	LUM	2/9/2012	1	1	1		
LUM00632	LUM	2/9/2012	1	1	1		
LUM00633	LUM	2/9/2012	1	1	1		
LUM00634	LUM	2/9/2012	1	1	1		
LUM00635	LUM	2/9/2012	1	1	1		
LUM00636	LUM	2/9/2012	1	1	1		
LUM00637	LUM	2/9/2012	1	1	1		
LUM00638	LUM	2/9/2012	1	1	1		
LUM00639	LUM	2/9/2012	1	1	1		
LUM00640	LUM	2/9/2012	1	1	1	WS	
LUM00641	LUM	2/9/2012	1	1	1	WS	
LUM00642	LUM	2/9/2012	1	1	1		
LUM00643	LUM	2/9/2012	1	1	1		
LUM00644	LUM	2/9/2012	1	1	1		
LUM00645	LUM	2/9/2012	1	1	1		
LUM00646	LUM	2/9/2012	1	1	1		
LUM00647	LUM	2/9/2012	1	1	1		
LUM00648	LUM	2/9/2012	1	1	1		
LUM00649	LUM	2/9/2012	1	1	1		
LUM00650	LUM	2/9/2012	1	1	1		
LUM00651	LUM	2/9/2012	1	1	1		
LUM00652	LUM	2/9/2012	1	1	1		
LUM00653	LUM	2/9/2012	1	1	1		
LUM00655	LUM	2/9/2012	1	1	4	WS	
LUM00656	LUM	2/9/2012	1	1	2		
LUM00657	LUM	2/9/2012	1	1	1		
LUM00658	LUM	2/9/2012	1	1	1		
LUM00659	LUM	2/9/2012	1	1	1		
LUM00665	LUM	2/9/2012	1	1	1	WS	
LUM00666	LUM	2/9/2012	1	1	1		
LUM00667	LUM	2/9/2012	1	1	1		
LUM00668	LUM	2/9/2012	1	1	1		
LUM00669	LUM	2/9/2012	1	1	1		
LUM00670	LUM	2/9/2012	1	1	1		
LUM00671	LUM	2/9/2012	1	1	1		
LUM00672	LUM	2/9/2012	1	1	1		
LUM00673	LUM	2/9/2012	1	1	1		
LUM00674	LUM	2/9/2012	1	1	1		
LUM00675	LUM	2/9/2012	1	1	1		
LUM00676	LUM	2/9/2012	1	1	1		
LUM00677	LUM	2/9/2012	1	1	1		
LUM00678	LUM	2/9/2012	1	1	1		
LUM00679	LUM	2/9/2012	1	1	1		
LUM00680	LUM	2/9/2012	1	1	2	WS	
LUM00681	LUM	2/9/2012	1	1	5	WS	
LUM00720	LUM	2/9/2012	1	1	1	WS	
LUM00721	LUM	2/9/2012	1	1	1		
LUM00722	LUM	2/9/2012	1	1	1		
LUM00723	LUM	2/9/2012	1	1	1		
LUM00724	LUM	2/9/2012	1	1	1		
LUM00725	LUM	2/9/2012	1	1	1		
LUM00726	LUM	2/9/2012	1	1	1		
LUM00727	LUM	2/9/2012	1	1	1		
LUM00728	LUM	2/9/2012	1	1	1		
LUM00729	LUM	2/9/2012	1	1	1		
LUM00730	LUM	2/9/2012	1	1	1		
LUM00731	LUM	2/9/2012	1	1	1		
LUM00732	LUM	2/9/2012	1	1	1		
LUM00733	LUM	2/9/2012	1	1	1		
LUM00734	LUM	2/9/2012	1	1	2	WS	
LUM00735	LUM	2/9/2012	1	1	2		
LUM00736	LUM	2/9/2012	1	1	2		
LUM00737	LUM	2/9/2012	1	1	5	WS	
LUM00738	LUM	2/9/2012	1	1	5	WS	
LUM00741	LUM	2/9/2012	1	1	4	WS	
LUM00742	LUM	2/9/2012	1	1	2		
LUM00743	LUM	2/9/2012	1	1	6	WS	
LUM00744	LUM	2/9/2012	1	1	3	WS	
LUM00746	LUM	2/9/2012	1	1	1	WS	
LUM00747	LUM	2/9/2012	1	1	1		
LUM00748	LUM	2/9/2012	1	1	1		
LUM00749	LUM	2/9/2012	1	1	1		
LUM00750	LUM	2/9/2012	1	1	3	WS	
LUM00751	LUM	2/9/2012	1	1	3	WS	
LUM00753	LUM	2/9/2012	1	2	1		
LUM00754	LUM	2/9/2012	1	2	4		
LUM00755	LUM	2/9/2012	1	2	3	WS	
LUM00756	LUM	2/9/2012	1	2	6	WS	
LUM00759	LUM	2/9/2012	1	2	3	WS	
LUM00760	LUM	2/9/2012	1	2	2	WS	
LUM00762	LUM	2/9/2012	1	2	1		
LUM00763	LUM	2/9/2012	1	2	1		
LUM00764	LUM	2/9/2012	1	2	1		
LUM00765	LUM	2/9/2012	1	2	2		
LUM00769	LUM	2/9/2012	1	2	5		
LUM00770	LUM	2/9/2012	1	2	1		
LUM00771	LUM	2/9/2012	1	2	1		
LUM00772	LUM	2/9/2012	1	2	1		
LUM00773	LUM	2/9/2012	1	2	1		
LUM00774	LUM	2/9/2012	1	2	1		
LUM00775	LUM	2/9/2012	1	2	2		
LUM00776	LUM	2/9/2012	1	2	3		
LUM00779	LUM	2/9/2012	1	2	1		
LUM00780	LUM	2/9/2012	1	2	1		
LUM00781	LUM	2/9/2012	1	2	1		
LUM00782	LUM	2/9/2012	1	2	1		
LUM00783	LUM	2/9/2012	1	2	1		
LUM00784	LUM	2/9/2012	1	2	1		
LUM00785	LUM	2/9/2012	1	2	1		
LUM00786	LUM	2/9/2012	1	2	1		
LUM00787	LUM	2/9/2012	1	2	4	WS	
LUM00788	LUM	2/9/2012	1	2	4	WS	
LUM00789	LUM	2/9/2012	1	2	3	WS	
LUM00791	LUM	2/9/2012	1	2	3	WS	
LUM00792	LUM	2/9/2012	1	2	1		
LUM00793	LUM	2/9/2012	1	2	1		
LUM00794	LUM	2/9/2012	1	2	1		
LUM00795	LUM	2/9/2012	1	2	1		
LUM00796	LUM	2/9/2012	1	2	1		
LUM00797	LUM	2/9/2012	1	2	1		
LUM00798	LUM	2/9/2012	1	2	1		
LUM00799	LUM	2/9/2012	1	2	1		
LUM00803	LUM	2/9/2012	1	2	2		
LUM00804	LUM	2/9/2012	1	2	2		
LUM00805	LUM	2/9/2012	1	2	3	WS	
LUM00806	LUM	2/9/2012	1	2	3		
LUM00807	LUM	2/9/2012	1	2	4	WS	
LUM00809	LUM	2/9/2012	1	2	1		
LUM00814	LUM	2/9/2012	1	2	4	WS	
LUM00815	LUM	2/9/2012	1	2	1		
LUM00818	LUM	2/9/2012	1	2	4		
LUM00819	LUM	2/9/2012	1	2	4		
LUM00822	LUM	2/9/2012	1	2	5	WS	
LUM00823	LUM	2/9/2012	1	2	2		
LUM00824	LUM	2/9/2012	1	2	4	WS	
LUM00825	LUM	2/9/2012	1	2	5	WS	
LUM00826	LUM	2/9/2012	1	2	5	WS	
LUM00827	LUM	2/9/2012	1	2	4	WS	
LUM00838	LUM	2/9/2012	1	3	3		
LUM00839	LUM	2/9/2012	1	3	2		
LUM00840	LUM	2/9/2012	1	3	5		
LUM00843	LUM	2/9/2012	1	3	3		
LUM00844	LUM	2/9/2012	1	3	3		
LUM00845	LUM	2/9/2012	1	3	4		
LUM00846	LUM	2/9/2012	1	3	4		
LUM00847	LUM	2/9/2012	1	3	4		
LUM00849	LUM	2/9/2012	1	3	1		
LUM00850	LUM	2/9/2012	1	3	1		
LUM00851	LUM	2/9/2012	1	3	1		
LUM00854	LUM	2/9/2012	1	3	3		
LUM00855	LUM	2/9/2012	1	3	3		
LUM00856	LUM	2/9/2012	1	3	6	WS	
LUM00859	LUM	2/9/2012	1	3	5		
LUM00860	LUM	2/9/2012	1	3	4		
LUM00862	LUM	2/9/2012	1	3	2		
LUM00864	LUM	2/9/2012	1	3	5		
LUM00866	LUM	2/9/2012	1	3	1		
LUM00867	LUM	2/9/2012	1	3	1		
LUM00868	LUM	2/9/2012	1	3	1		
LUM00869	LUM	2/9/2012	1	3	1		
LUM00870	LUM	2/9/2012	1	3	1		
LUM00871	LUM	2/9/2012	1	3	1	WS	
LUM00877	LUM	2/9/2012	1	3	3		
LUM00884	LUM	6/12/2012	2	1	1	WS	M
LUM00885	LUM	6/12/2012	2	1	1		
LUM00886	LUM	6/12/2012	2	1	1		
LUM00887	LUM	6/12/2012	2	1	1		
LUM00888	LUM	6/12/2012	2	1	1		
LUM00889	LUM	6/12/2012	2	1	1		
LUM00890	LUM	6/12/2012	2	1	1		
LUM00891	LUM	6/12/2012	2	1	1		
LUM00892	LUM	6/12/2012	2	1	1		
LUM00893	LUM	6/12/2012	2	1	1		
LUM00894	LUM	6/12/2012	2	1	1		
LUM00895	LUM	6/12/2012	2	1	1		
LUM00896	LUM	6/12/2012	2	1	1		
LUM00897	LUM	6/12/2012	2	1	1		
LUM00898	LUM	6/12/2012	2	1	2		
LUM00908	LUM	6/12/2012	2	1	1	WS	M
LUM00909	LUM	6/12/2012	2	1	1	WS	M
LUM00910	LUM	6/12/2012	2	1	1	WS	M
LUM00911	LUM	6/12/2012	2	1	1		
LUM00912	LUM	6/12/2012	2	1	1		
LUM00913	LUM	6/12/2012	2	1	1		
LUM00914	LUM	6/12/2012	2	1	1		
LUM00915	LUM	6/12/2012	2	1	3	WS	M
LUM00916	LUM	6/12/2012	2	1	3	WS	M
LUM00933	LUM	6/12/2012	2	1	2	WS	M
LUM00934	LUM	6/12/2012	2	1	2	WS	M
LUM00935	LUM	6/12/2012	2	1	3	WS	M
LUM00936	LUM	6/12/2012	2	1	1	WS	M
LUM00937	LUM	6/12/2012	2	1	1		
LUM00938	LUM	6/12/2012	2	1	1		
LUM00939	LUM	6/12/2012	2	1	1		
LUM00940	LUM	6/12/2012	2	1	1		
LUM00943	LUM	6/12/2012	2	1	4	WS	M
LUM00945	LUM	6/12/2012	2	1	2	WS	L
LUM00946	LUM	6/12/2012	2	1	2	WS	L
LUM00947	LUM	6/12/2012	2	1	5	WS	L
LUM00948	LUM	6/12/2012	2	1	1		
LUM00950	LUM	6/12/2012	2	1	2	WS	L
LUM00951	LUM	6/12/2012	2	1	2	WS	L
LUM00952	LUM	6/12/2012	2	1	1	WS	L
LUM00953	LUM	6/12/2012	2	1	1		
LUM00958	LUM	6/12/2012	2	1	1		
LUM00961	LUM	6/12/2012	2	1	4	WS	L
LUM00974	LUM	6/12/2012	2	1	4	WS	L
LUM00978	LUM	6/12/2012	2	2	3		
LUM00979	LUM	6/12/2012	2	2	6	WS	L
LUM00981	LUM	6/12/2012	2	2	5	WS	L
LUM00982	LUM	6/12/2012	2	2	5	WS	L
LUM00983	LUM	6/12/2012	2	2	2		
LUM00984	LUM	6/12/2012	2	2	1	WS	L
LUM00985	LUM	6/12/2012	2	2	1		
LUM00986	LUM	6/12/2012	2	2	3		
LUM00992	LUM	6/12/2012	2	2	3	WS	L
LUM00993	LUM	6/12/2012	2	2	2	WS	L
LUM00996	LUM	6/12/2012	2	2	2	WS	L
LUM00997	LUM	6/12/2012	2	2	2		
LUM01006	LUM	6/12/2012	2	2	4	WS	L
LUM01007	LUM	6/12/2012	2	2	4	WS	L
LUM01008	LUM	6/12/2012	2	2	5	WS	L
LUM01010	LUM	6/12/2012	2	2	3	WS	M
